;userName;content;step01
27;Lyxc;PUNYA PEMERINTAH TAPI KOK KYK PUNYA DEVELOP ABAL2 GINI, GK MEMBANTU SAMA SEKALI LEBIH KEARAH MEREPOTKAN SAJA;punya pemerintah tapi kok kyk punya develop abal gini gk membantu sama sekali lebih kearah merepotkan saja
28;Nurjannah Jannah;Ga bisa di daftar kan;ga bisa di daftar kan
29;Anggie;Wajib daftar online tapi sistem tidak memadai.... Sudah puluhan kali saya coba aplikasi lemot ini;wajib daftar online tapi sistem tidak memadai sudah puluhan kali saya coba aplikasi lemot ini
30;Ibnu Abas;Apk gajelas;apk gajelas
31;kadek suryani;Aplikasi yg rumit memasukkan kode otp selalu gagal alias tidak valid pdhl waktunyamasih bnyak,,kecewa sekali dgnaplikasi ini;aplikasi yg rumit memasukkan kode otp selalu gagal alias tidak valid pdhl waktunyamasih bnyak kecewa sekali dgnaplikasi ini
32;hengq grb;Aplikasi aja di korupsi, bangsatt ,bukannnya mempermudah ,malah mendingan cara offline,atau emang sengaja dipersulit cara online biar komisi sampingan offline tetap jalan;aplikasi aja di korupsi bangsatt bukannnya mempermudah malah mendingan cara offline atau emang sengaja dipersulit cara online biar komisi sampingan offline tetap jalan
33;Dicky Ramadhan;Kalau belum sanggup untuk membuat serba online jangan maksa dong, aplikasi situs pemerintahan terparah ini;kalau belum sanggup untuk membuat serba online jangan maksa dong aplikasi situs pemerintahan terparah ini
34;pandu wirangga;Masukin OTP dari Email salah terus gmn seeeh malu2in buah2 uang negara aja;masukin otp dari email salah terus gmn seeeh maluin buah uang negara aja
35;surya aryaguna;per 2 Jan 2024, aplikasi ini masih eror melulu seperti yg direvisi oleh orang2 yang sudah menguasai sebelumnya;per <date> aplikasi ini masih eror melulu seperti yg direvisi oleh orang yang sudah menguasai sebelumnya
36;Mutia Amelia Rizal;Katanya mempermudah buat paspor kok nyatanya malah mempersulit ya, klo kyk gini apknya balikin ke manual ajalah, buat MALU aja apknya;katanya mempermudah buat paspor kok nyatanya malah mempersulit ya klo kyk gini apknya balikin ke manual ajalah buat malu aja apknya
37;Nofi Setiya ningrum;Aplikasi sampah,loading terus;aplikasi sampah loading terus
38;Goldy Oeirawan;aplikasi parah , isi data sudah sesuai tapi akhrnya tertulis data tidak valid mohon sekali di perbaiki aplikasinya pun lemot parah;aplikasi parah isi data sudah sesuai tapi akhrnya tertulis data tidak valid mohon sekali di perbaiki aplikasinya pun lemot parah
39;Wendy limanto;Seharian mau daftar aja loading trus ....request time out padahal sudah oakai wifi rumah yg kenceng .... tp tetap aja ngak bisa ....mau urus paspor di negeri sendiri aja sesulit ini......;seharian mau daftar aja loading trus request time out padahal sudah oakai wifi rumah yg kenceng tp tetap aja ngak bisa mau urus paspor di negeri sendiri aja sesulit ini
40;erlangga acatya;Aplikasi yang ngga siap melayani kebutuhan masyarakat.. ga bs diisi.. kalo udah diperbaiki da berfungsi aku ubah bintangnya. .plissss pemerintah kalo bikin aplikasi bener2 yang berguna lah;aplikasi yang ngga siap melayani kebutuhan masyarakat ga bs diisi kalo udah diperbaiki da berfungsi aku ubah bintangnya plissss pemerintah kalo bikin aplikasi bener yang berguna lah
41;Gusti Ayu;"Selalu lemot , lemot dan lemot. Apa"" lemot, ga ngerti lagi dah sama apk nya. Bukannya memudahkan , malah menyulitkan. Kalo ada bintang 0 , maunya ngasi bintang 0 . Sehat"" deh yg make OD, Lu ga bakalan pusing sama aplikasi modelan gini";selalu lemot lemot dan lemot apa lemot ga ngerti lagi dah sama apk nya bukannya memudahkan malah menyulitkan kalo ada bintang   maunya ngasi bintang   sehat deh yg make od lu ga bakalan pusing sama aplikasi modelan gini
42;SUYOTO;Bismillah, Alhamdulillah wash-sholaatu wassalaamu 'alaa Rasuulillaah. Aplikasi ini membuat mudah untuk mengatur jadwal, yang sebelumnya banyak waktu terbuang karena antrian yang panjang dan tidak dapat diprediksi. Sekarang dengan kuota, yang dapat tentukan sendiri waktunya, jadi lebih simpel dan efisien waktu. Semoga Allah ta'ala senantiasa merahmati memberikan kemudahan dan keberkahan untuk semuanya. Baarakallaahu fiikum. aamiin Allaahumma aamiin Wassalamu'alaikum... Suyoto;bismillah alhamdulillah wash sholaatu wassalaamu alaa rasuulillaah aplikasi ini membuat mudah untuk mengatur jadwal yang sebelumnya banyak waktu terbuang karena antrian yang panjang dan tidak dapat diprediksi sekarang dengan kuota yang dapat tentukan sendiri waktunya jadi lebih simpel dan efisien waktu semoga allah taala senantiasa merahmati memberikan kemudahan dan keberkahan untuk semuanya baarakallaahu fiikum aamiin allaahumma aamiin wassalamualaikum suyoto
43;Dian Samparia;"Super duper lemot dan gagal terus.. padahal internet saya klo buka apk lain baik"" saja :) ga salah si klo ratingnya pada jelek"" jga hehe";super duper lemot dan gagal terus padahal internet saya klo buka apk lain baik saja ga salah si klo ratingnya pada jelek jga hehe
44;Zulham;gk mau masuk;gk mau masuk
45;A Hidayat;Ini Aplikasi kok sperti ini ya, bagusnya dimana ???? 12 jam lebih mengisi data, dan time out teruusss. Dan tidak ada respon juga dari pengelola aplikasi.;ini aplikasi kok sperti ini ya bagusnya dimana   jam lebih mengisi data dan time out teruusss dan tidak ada respon juga dari pengelola aplikasi
46;Book Of Yubi;Lelet banget ga bisa di akses, giliran ke kantor imigrasi harus di suru daftar m paspor giliran mo daftar lelet banget ni aplikasi gagal;lelet banget ga bisa di akses giliran ke kantor imigrasi harus di suru daftar paspor giliran mo daftar lelet banget ni aplikasi gagal
47;NeedAsahiHolyWater;Request timeout terus gila ribet banget;request timeout terus gila ribet banget
48;Berry Vibriyanto;Tolong servernya diperbaiki, ngisi data2 aja kebanyakan RTO gimana mau serba cepat. Terima kasih;tolong servernya diperbaiki ngisi data aja kebanyakan rto gimana mau serba cepat terima kasih
49;Dandy Hansen;Aplikasi membuang anggaran negara aja, lelet banget gini, ujung ujungnya pake biro;aplikasi membuang anggaran negara aja lelet banget gini ujung ujungnya pake biro
50;muhammad syafwan;Aplikasi BAPUK;aplikasi bapuk
51;Hamdi Muhammad;Aplikasinya belum didukung teknologi yg memadai untuk mengcover kebutuhan masyarakat Indonesia dlm kepengurusan paspor. Seharian mencoba mengajukan permohonan eror terus. Datang langsung ke kantor imigrasi akan ditolak karena sekarang harus pakai m paspor untuk ambil antrian. Jadi harus sabar dan mempersiapkan jauh hari. Karena kalau tidak, dengan lemotnya m paspor urusan anda akan sangat terganggu.;aplikasinya belum didukung teknologi yg memadai untuk mengcover kebutuhan masyarakat indonesia dlm kepengurusan paspor seharian mencoba mengajukan permohonan eror terus datang langsung ke kantor imigrasi akan ditolak karena sekarang harus pakai paspor untuk ambil antrian jadi harus sabar dan mempersiapkan jauh hari karena kalau tidak dengan lemotnya paspor urusan anda akan sangat terganggu
52;Ajeng Dwi Putri;Tidak ada info bahwa Kuota dibuka tiap hari Jumat, pas saya tanya di kantornya. Katanya infonya ada di Instagram. KENAPA NGASIH TAU INFO PENTING DI SOSMED!!! PADAHAL TINGGAL TULIS DI APLIKASINYA PAS BAGIAN PILIH JADWAL!! APLIKASI TERBURUK YG PERNAH SAYA DOWNLOAD!! Kenapa pelayanan pemerintah selalu seburuk iniiiiiii sihhhhh;tidak ada info bahwa kuota dibuka tiap hari jumat pas saya tanya di kantornya katanya infonya ada di instagram kenapa ngasih tau info penting di sosmed padahal tinggal tulis di aplikasinya pas bagian pilih jadwal aplikasi terburuk yg pernah saya download kenapa pelayanan pemerintah selalu seburuk iniiiiiii sihhhhh
53;Haris Fadillah;perbaiki sistemnya , dulu enak dan cepat, sekarang susah bangat dan lelet. efek ga ada dapat uang tambahan lagi ya ,karena ada sistem online proses lebih cepat dan pembayaran online ????;perbaiki sistemnya dulu enak dan cepat sekarang susah bangat dan lelet efek ga ada dapat uang tambahan lagi ya karena ada sistem online proses lebih cepat dan pembayaran online
54;a Muk;Leled banget.;leled banget
55;Pierdanski 02;Minimal kalo cuma bisa proses lewat aplikasi, aplikasinya diperbaiki, masa dikit dikit servernya error terus;minimal kalo cuma bisa proses lewat aplikasi aplikasinya diperbaiki masa dikit dikit servernya error terus
56;Sarah Valerin;Sumpah aplikasi yg menguras kesabaran, RTO mulu, kemaren udah daftar dan mau bayar ehhh tiba2 permohonan kadaluarsa, terus pas mau ngajuin yg baru RTO, udah di hapus cache, logout, bahan uninstal masih RTO terus, solusinya gimana sih? Busuk banget aplikasi paan ini;sumpah aplikasi yg menguras kesabaran rto mulu kemaren udah daftar dan mau bayar ehhh tiba permohonan kadaluarsa terus pas mau ngajuin yg baru rto udah di hapus cache logout bahan uninstal masih rto terus solusinya gimana sih busuk banget aplikasi paan ini
57;eriza rahmawati;"Sudah install unistall 10kali lebih kayak nya gara2 time out terus. Sangat tidak seduai tagline nya yg bilang ""lebih mudah pakai m-paspor"". Lebih stress, iya.";sudah install unistall   kali lebih kayak nya gara time out terus sangat tidak seduai tagline nya yg bilang lebih mudah pakai paspor lebih stress iya
58;Linda Nulik;Kalau belum di verifikasi melalui email, setidaknya nomber yg udah di masukin harusnya masih bisa di daftarin ulang. Ini saya sampai berkali kali beli nomber. Tolong di fikirkan lagi sistemnya ga semua orang bisa gampang beli nomber kartu!;kalau belum di verifikasi melalui email setidaknya nomber yg udah di masukin harusnya masih bisa di daftarin ulang ini saya sampai berkali kali beli nomber tolong di fikirkan lagi sistemnya ga semua orang bisa gampang beli nomber kartu
59;David Christian;Mohonaaf, ternyata benar penilaian orang2. Aplikasi ini kurang berguna, daftar dan login aja susah apa lagi mau ngurus pembuatan paspor. Tolong diperhatikan pak/ bu masalah2 yg ada, segera di perbaiki untuk kenyamanan masyarakat Indonesia.;mohonaaf ternyata benar penilaian orang aplikasi ini kurang berguna daftar dan login aja susah apa lagi mau ngurus pembuatan paspor tolong diperhatikan pak bu masalah yg ada segera di perbaiki untuk kenyamanan masyarakat indonesia
60;Leonisya yunanda;Sangatt bermasalah apa aplikasi kayak gini, emang si membantu, tapi lebih ke bikin emosi;sangatt bermasalah apa aplikasi kayak gini emang si membantu tapi lebih ke bikin emosi
61;Muhammad Alvin;plis tolong d perbaiki lg saya berapa hari susah dpt kuota antrian pagi siang malam saaya coba gagal trs;plis tolong perbaiki lg saya berapa hari susah dpt kuota antrian pagi siang malam saaya coba gagal trs
62;Deddy Pratama;1. saat mencoba buat pasport baru ( karena baru kali pertama buat ) ada kendala dalam opsi pengisian yang selalu gagal dsbg. 2. saat gagal membuat pengajuan, drafnya tertumpuk fan tidak bisa dihapus. 3. setelah selesai membuat pengajuan dan disuruh bayar, dibagian cara bayar tidak ada opsi atau tampilan apapun. saya sampe gagal bayar karena tidak tau cara bayarnya bagaimana dan dengan ATM apa saja yang bisa. tolong untuk perbaikannya, jangan kecewakan kami sebagai konsumen. ｔｅｒｉｍａｋａｓｉｈ;  saat mencoba buat pasport baru karena baru kali pertama buat ada kendala dalam opsi pengisian yang selalu gagal dsbg   saat gagal membuat pengajuan drafnya tertumpuk fan tidak bisa dihapus   setelah selesai membuat pengajuan dan disuruh bayar dibagian cara bayar tidak ada opsi atau tampilan apapun saya sampe gagal bayar karena tidak tau cara bayarnya bagaimana dan dengan atm apa saja yang bisa tolong untuk perbaikannya jangan kecewakan kami sebagai konsumen
63;Tjap 2 Anak;Baru sampai pilih lokasi kantor imigrasi sudah ga bisa pilih lokasi. Eror terus. Padahal lokasi sdh aktif;baru sampai pilih lokasi kantor imigrasi sudah ga bisa pilih lokasi eror terus padahal lokasi sdh aktif
64;Sky One;"Saya punya masalah di kode biling yang tidak keluar dan status permohonan yang belum 5 mnt sudah berubah menjadi kadaluarsa. Dan Notif yang saya terima adalah ""sedang Menunggu pembayaran"" bagaimana cara saya membayar ketika kode billingnya belum juga keluar?saya sudah Menunggu 2 hari,belum keluar juga kodenya.";saya punya masalah di kode biling yang tidak keluar dan status permohonan yang belum   mnt sudah berubah menjadi kadaluarsa dan notif yang saya terima adalah sedang menunggu pembayaran bagaimana cara saya membayar ketika kode billingnya belum juga keluar saya sudah menunggu   hari belum keluar juga kodenya
65;MY Design Graphic Ambarawa;Lebih ditingkatkan lagi, khususnya terkait pembayaran, contoh case ada 1 orang pemohon dan sdh berhasil melakukan pembayaran billingnya kemudian dia mengajukan pendaftaran lagi ditanggal yg berbeda dengan data yang sama dan itu berhasil juga pembayaran billingnya (1 orang sama, 1 data yg sama, 2x pendaftaran, dan berhasil) mungkin ini yg menjadi kendala kadang untuk mengakses ke aplikasi susah karna overloadnya pemohon dan seharusnya 1 data hanya utk 1x pendaftaran.. Salam Perbaikan;lebih ditingkatkan lagi khususnya terkait pembayaran contoh case ada   orang pemohon dan sdh berhasil melakukan pembayaran billingnya kemudian dia mengajukan pendaftaran lagi ditanggal yg berbeda dengan data yang sama dan itu berhasil juga pembayaran billingnya   orang sama   data yg sama  x pendaftaran dan berhasil mungkin ini yg menjadi kendala kadang untuk mengakses ke aplikasi susah karna overloadnya pemohon dan seharusnya   data hanya utk  x pendaftaran salam perbaikan
66;Sugiarto Rudi;Tooop;tooop
67;Ari Paskalis;DxmEeacuhfw 3; 
68;Suci Aini;Sangat baik;sangat baik
69;Jennita;Sorry tapi aplikasi ini penanganan serta pembaruan datanya lelet banget lemot, jaringan gak kuat dikit error mulu saran saya coba ditingkatkan lagi aplikasinya biar lebih gak menyulitkan Kadang udh sampe selesai langkah ke 7 dia gak ada info kalau memang sudah ke save datanya tinggal pilih tanggal kedatangan alhasil saya coba terus ehh pas keluar ke halaman utama draft nya bejibun trus gak bisa di delete bikin pusing aja Update pembayaran lumayan lama intinya kebanyakan error mulu;sorry tapi aplikasi ini penanganan serta pembaruan datanya lelet banget lemot jaringan gak kuat dikit error mulu saran saya coba ditingkatkan lagi aplikasinya biar lebih gak menyulitkan kadang udh sampe selesai langkah ke   dia gak ada info kalau memang sudah ke save datanya tinggal pilih tanggal kedatangan alhasil saya coba terus ehh pas keluar ke halaman utama draft nya bejibun trus gak bisa di delete bikin pusing aja update pembayaran lumayan lama intinya kebanyakan error mulu
70;Asep Susanto;Parah gileee nih apk. Big Sad;parah gileee nih apk big sad
71;Heru Anwar;Hari libur, server libur? aplikasi tidak dapat diakses.. Kedepannya harap diperbaiki;hari libur server libur aplikasi tidak dapat diakses kedepannya harap diperbaiki
72;Kevin Tarigan;Keren sekali;keren sekali
73;Rosita Bmd;time out trusss 🥵🥵kuota abis terkurassss... sign out sign in.. install uninstall... sama aja tetap tdk berhasil.. 😰;time out trusss kuota abis terkurassss sign out sign in install uninstall sama aja tetap tdk berhasil
74;mawan dwiono;Awalnya gak yakin dengan rating, pas dicoba langsung berhasil 😊;awalnya gak yakin dengan rating pas dicoba langsung berhasil
75;Haerun Nissa;Aps tak jelas ni, jgn instal hati²;aps tak jelas ni jgn instal hati
76;pandji ridwan (anonim);isi tanggal permohonan passport astaga masaiya dalam 1 bulan penuh?;isi tanggal permohonan passport astaga masaiya dalam   bulan penuh
77;Hadiran Zagoto;Tagihan pembayaran pembuatan passportnya sudah dibayarkan, tapi status pembayaran di aplikasi tidak berubah (masih menunggu pembayaran);tagihan pembayaran pembuatan passportnya sudah dibayarkan tapi status pembayaran di aplikasi tidak berubah masih menunggu pembayaran
78;Dwi Budiyati;App lemot banget;app lemot banget
79;Princess Mochi;Sudah masukin data dgn benar malah gak bisa lanjut disuruh ngecek data terus sampe dilakukan puluhan kali juga tetap sama. Mohon supportnya pemerintah mudahkanlah rakyatmu untuk segala pengurusan. Katanya harus melek digital tapi aplikasi digitalnya error mulu. Harusnya data terintegrasi, tapi malah ngisikan banyak data kyk manual. Mana improvement digitalnya?;sudah masukin data dgn benar malah gak bisa lanjut disuruh ngecek data terus sampe dilakukan puluhan kali juga tetap sama mohon supportnya pemerintah mudahkanlah rakyatmu untuk segala pengurusan katanya harus melek digital tapi aplikasi digitalnya error mulu harusnya data terintegrasi tapi malah ngisikan banyak data kyk manual mana improvement digitalnya
80;Awa Rahimah;Sering eror pas ambil tanggal;sering eror pas ambil tanggal
81;nur salim;Aplikasi tidak berguna;aplikasi tidak berguna
82;Yudha Akbar Pramana;Request Time Out!!!!!!!!;request time out
83;Ayam Jago;Payah ini hanya formalitas dan ada permainan karena aplikasi tidak bekerja dengan baik;payah ini hanya formalitas dan ada permainan karena aplikasi tidak bekerja dengan baik
84;Nurfatmawati Dewi;Aplikasi tidak berfungsi Maksimal. 6 jam memilih tanggal kedatangan tidak berhasil juga.;aplikasi tidak berfungsi maksimal   jam memilih tanggal kedatangan tidak berhasil juga
85;Herma Yuliani;Aplikasi tdk membantu sama sekaliii ,, jangann mempersulitttt,,, semogaa segera di permudahhhhh;aplikasi tdk membantu sama sekaliii jangann mempersulitttt semogaa segera di permudahhhhh
86;Ricky Novianto;Untuk sekelas aplikasi salah satu institusi negara app sperti ini sampah dan tidak mempermudah masyarakat sama sekali. App yang penuh dengan masalah. Saya kira harusnya tim teknis menggetahui klo sistem yang mereka buat seperti app murahan yang penuh dengan masalah. Sangat memalukan dan tidak profesional. Tolonglah dengan app harusnya mempermudah bukan membuat sulit masyarakat yang mau menggurus dokumen2 keperluan masyarakat.;untuk sekelas aplikasi salah satu institusi negara app sperti ini sampah dan tidak mempermudah masyarakat sama sekali app yang penuh dengan masalah saya kira harusnya tim teknis menggetahui klo sistem yang mereka buat seperti app murahan yang penuh dengan masalah sangat memalukan dan tidak profesional tolonglah dengan app harusnya mempermudah bukan membuat sulit masyarakat yang mau menggurus dokumen keperluan masyarakat
87;Levina Shira;jelek, bug melulu;jelek bug melulu
88;lazuardy firmansyah;Aplikasi isinya request timeout doang Payah;aplikasi isinya request timeout doang payah
89;Naz 25;Aplikasi koplak dari jam 2 sampe sekrng blm berhasil nentuin jadwal... sekiranya aplikasi masih blm bener jgn so harus daftar pake aplikasi...;aplikasi koplak dari jam   sampe sekrng blm berhasil nentuin jadwal sekiranya aplikasi masih blm bener jgn so harus daftar pake aplikasi
90;Ravidho Ramadhan;Sangat parah .;sangat parah
91;Limm Muii;aplikasi nya lelet bangetttttttttt heran😠😠😠;aplikasi nya lelet bangetttttttttt heran
92;Perdi ansyah;Aplikasinya kurang bagus,bukan mempermudah malahan mempersulit.tolong di perbaiki lagi aplikasinya,kalo tdk bisa di perbaiki tidak perlu pake aplikasi lebih bagus manual saja lebih membantu;aplikasinya kurang bagus bukan mempermudah malahan mempersulit tolong di perbaiki lagi aplikasinya kalo tdk bisa di perbaiki tidak perlu pake aplikasi lebih bagus manual saja lebih membantu
93;Herni Anggreni;Aplikasi ini mesti perlu perbaikan. Aplikasinya sangat lemot. Sudah bayar, tp data tidak langsung keupdate pembayarannya.;aplikasi ini mesti perlu perbaikan aplikasinya sangat lemot sudah bayar tp data tidak langsung keupdate pembayarannya
94;Adi Firdaus;Dimohon kpd Bapak Dirjen Imigrasi lakukan evaluasi terhadap server apk ini. Jika selalu spt ini, kapan masy terlayani? Ini sama saja spt terkesan kalau ingin murah=sesuai SOP, ingin cpt=jasa calo (500rb sd. 1jt). Ajak mitra swasta utk membenahi ini jgn cuma anggaran harwat server yg besar tapi hasilnya sangat menyulitkan masy. Layanan pengaduan ada, namun saat kuota dibuka dan ada mslh spt ini, tertulis layanan hanya senin-jumat s.d. jam 15.00. Kpn dan kmn kami bisa mengadukan mslh ini?;dimohon kpd bapak dirjen imigrasi lakukan evaluasi terhadap server apk ini jika selalu spt ini kapan masy terlayani ini sama saja spt terkesan kalau ingin murahsesuai sop ingin cptjasa calo    rb sd  jt ajak mitra swasta utk membenahi ini jgn cuma anggaran harwat server yg besar tapi hasilnya sangat menyulitkan masy layanan pengaduan ada namun saat kuota dibuka dan ada mslh spt ini tertulis layanan hanya senin jumat jam     kpn dan kmn kami bisa mengadukan mslh ini
95;Adhy Baskara;Tolong untuk aplikasi m paspor di perbaiki bug nya Masa saya mau daftar akun selalu gagal terus;tolong untuk aplikasi paspor di perbaiki bug nya masa saya mau daftar akun selalu gagal terus
96;Eka Novi ADRIANI;Parah.......lemot terusssss;parah lemot terusssss
97;Nisrina Rohmi Astuti;Aplikasi nya jelekkkk;aplikasi nya jelekkkk
98;Dimz Muz;mengapa saya tidak bisa mendaftar email saya di m paspor? saya dapat notifikasi kalau email saya sudah digunakan, padahal baru saja mau daftar. Mohon diperbaiki;mengapa saya tidak bisa mendaftar email saya di paspor saya dapat notifikasi kalau email saya sudah digunakan padahal baru saja mau daftar mohon diperbaiki
99;Kimmi;Budu kali sinyal lancar tp gagal mulu. Ga wifi ga pake data. Capek;budu kali sinyal lancar tp gagal mulu ga wifi ga pake data capek
100;warkima03 warkima03;ok;ok
101;Rizer Dopi;Bagus dan mudah;bagus dan mudah
102;PRO.1_B9_13_Muhammad Agus Saifudin Saifudin;Percuma adanya aplikasi ini, kalau calo masih ada. Apa-apaan selalu penuh jadwalnya;percuma adanya aplikasi ini kalau calo masih ada apa apaan selalu penuh jadwalnya
103;Yaser Zain;Udah cape cape bikin dan upload dokumen2 yang diperlukan, eh pas di akhir smua tanggal nya udah full. Bmer ga sih udah full sampe akhir tanggal nya? Harusnya kalo udah upload2 gtu ga usah balik dari awal lagi. Kalo udah disave ama sistem dokumen kita kan sebaiknya ga usah upload dari awal lagi. Mengecewakan.;udah cape cape bikin dan upload dokumen yang diperlukan eh pas di akhir smua tanggal nya udah full bmer ga sih udah full sampe akhir tanggal nya harusnya kalo udah upload gtu ga usah balik dari awal lagi kalo udah disave ama sistem dokumen kita kan sebaiknya ga usah upload dari awal lagi mengecewakan
104;Maria Ary Suryani;Pengalaman sy menggunakan aplikasi ini sangat buruk sekali...;pengalaman sy menggunakan aplikasi ini sangat buruk sekali
105;Papuk Put;Bagaimana cara geser security cheknya di hp?;bagaimana cara geser security cheknya di hp
106;Linda Ervina;Sangat bermanfaat, sangat memudahkan dalam pembuatan paspor, kita tinggal isi data lengkap via hp, bayar via hp, pilih jadwal kedatangan sendiri. Datang ditanggal jadwal yg sudah dipilih. Tinggal tunggu antri foto dan sidik jari, 4hari kemudian alhamdulillah paspor jadi. Terima kasih sudah menyediakan aplikasi layanan publik seperti ini.;sangat bermanfaat sangat memudahkan dalam pembuatan paspor kita tinggal isi data lengkap via hp bayar via hp pilih jadwal kedatangan sendiri datang ditanggal jadwal yg sudah dipilih tinggal tunggu antri foto dan sidik jari  hari kemudian alhamdulillah paspor jadi terima kasih sudah menyediakan aplikasi layanan publik seperti ini
107;Alex Sandra;Aplikasi gak guna,, datang ke kantor nya masih manual, pelayanan gak baik Cuma satpam aja yg baik Mending langsung datang aja ke kantor dari pada daftar online, uang ilang;aplikasi gak guna datang ke kantor nya masih manual pelayanan gak baik cuma satpam aja yg baik mending langsung datang aja ke kantor dari pada daftar online uang ilang
108;Adhito Saputro;Ga jelas pilih tanggal ga muncul muncul niat ga siih bikin aps nya.. rugi amat negara bayar developer tp apk ga jelas;ga jelas pilih tanggal ga muncul muncul niat ga siih bikin aps nya rugi amat negara bayar developer tp apk ga jelas
109;elvan dika;mantap;mantap
110;den saprol;Aplikasi sampah, udah capek capek ngisi data, endingnya ga bisa pilih tanggal kedatangan.;aplikasi sampah udah capek capek ngisi data endingnya ga bisa pilih tanggal kedatangan
111;Edi Rudi;Good;good
112;Nazmi Rafif Alfarezi;Bagai mana ea saya udh 3minggu untuk pengajuan nomor. Antrian Untuk lokasi di kota Palembang .tidak pernah dapet no.anteian terus. Gmna ea solusi.y supaya dapat no. Antrian tersebut. Di cek terus Untuk no.antrian.y tidak pernah dapet no.anteian.y .gmna solusi y Terimakasih,,🙏🙏;bagai mana ea saya udh  minggu untuk pengajuan nomor antrian untuk lokasi di kota palembang tidak pernah dapet no anteian terus gmna ea solusi supaya dapat no antrian tersebut di cek terus untuk no antrian tidak pernah dapet no anteian gmna solusi terimakasih
113;Octavian Rizka;Ini kenapa tidak bisa pilih tanggal kedatangan ya??;ini kenapa tidak bisa pilih tanggal kedatangan ya
114;Muhajjib Herlin Tanjung;Kebanyakan Error nya, Jadi malas mau ngisi;kebanyakan error nya jadi malas mau ngisi
115;Naufal Alip;APLIKASI SAMPAH, GAK BISA MASUK WOY!!!;aplikasi sampah gak bisa masuk woy
116;Siti Hajar;Good;good
117;I GUSTI PUTU REDITA;OTPnya padahal udah cocok tapi ditolak...dan ketika di ulang lagi....data no. HP dan email di bilang udah terdaftar....;otpnya padahal udah cocok tapi ditolak dan ketika di ulang lagi data no hp dan email di bilang udah terdaftar
118;rena ginting;Di ulasan banyak banget komen negatif, tapi saat saya coba sebagai pemula semuanya mudah dan cepat, tidak ada berkas yg harus diupload berulang ulang, dan yg paling saya sukai di akhir jika tempat yg kita pilih penuh untuk quota dtg ke kantor imigrasi nya mreka mengarahkan option untuk cari tempat kantor lainya dan datanya tetap tidak perlu upload lagi. Trimakasih.;di ulasan banyak banget komen negatif tapi saat saya coba sebagai pemula semuanya mudah dan cepat tidak ada berkas yg harus diupload berulang ulang dan yg paling saya sukai di akhir jika tempat yg kita pilih penuh untuk quota dtg ke kantor imigrasi nya mreka mengarahkan option untuk cari tempat kantor lainya dan datanya tetap tidak perlu upload lagi trimakasih
119;Lia Hartono;Knp pas mau masukin alamat email no otp nya gak muncul2... Mana di kejar waktu lagi pengen cepat beres😮‍💨😮‍💨😮‍💨 skr semua serba ribet apa2 harus daftar online gak bisa offline 😖;knp pas mau masukin alamat email no otp nya gak muncul mana di kejar waktu lagi pengen cepat beres skr semua serba ribet apa harus daftar online gak bisa offline
120;Iwan Purwanto;Disuruh verifikasi tapi gambar nggak bisa digerakkan. Kenapa ya tidak diperbaiki?;disuruh verifikasi tapi gambar nggak bisa digerakkan kenapa ya tidak diperbaiki
121;Tri Rajab Arjuna;Mau bertanya nih kepada pihak imigrasi Dimana pun Seumpama saya sudah introgasi dan saya di kasih kertas untuk melengkapi persyaratan yg di berikan kepada pihak imigrasi ke saya Kalau tidak saya penuhin persyaratan ny atau sudah lewat tanggal sudah jatuh Tempo Itu saya di kenakan denda tidak untuk membuat paspor selanjutnya Tlg kasih saran imigrasi;mau bertanya nih kepada pihak imigrasi dimana pun seumpama saya sudah introgasi dan saya di kasih kertas untuk melengkapi persyaratan yg di berikan kepada pihak imigrasi ke saya kalau tidak saya penuhin persyaratan ny atau sudah lewat tanggal sudah jatuh tempo itu saya di kenakan denda tidak untuk membuat paspor selanjutnya tlg kasih saran imigrasi
122;SyidZa Official Partner;Gwenchana Gwenchana neng neng neng 🗿;gwenchana gwenchana neng neng neng
123;Rachman Taufik;Dalam pemilihan tanggal tidak sesuai dan gagal terus;dalam pemilihan tanggal tidak sesuai dan gagal terus
124;Suhartini Suhartini;Aplikasi yang sangat tidak jelas;aplikasi yang sangat tidak jelas
125;Budi Suroso;Dapat membantu bagi siapa saja yg membutuhkan pasport yg setiap harinya d sibukan pekerjaan;dapat membantu bagi siapa saja yg membutuhkan pasport yg setiap harinya sibukan pekerjaan
126;Ilham Gusriadi;Setiap memasukan OTP selalu dbilang tidak valid padahal sudah betul angka yg diinput, permsalahannya knapa ya? Ini developer benahin dulu aplikasinya...;setiap memasukan otp selalu dbilang tidak valid padahal sudah betul angka yg diinput permsalahannya knapa ya ini developer benahin dulu aplikasinya
127;Nella Meilany;Tidak bisa Bukannya, gimana mau daftarnya;tidak bisa bukannya gimana mau daftarnya
128;WIRANTO ALVIERO;Kok ada sih data pasangan keterangan pemohon. Kan udh di isi belum kawin. Mana gk bisa d skip lagi. Buat yg kami kaum jomblo gk ada pasangan gimana min?;kok ada sih data pasangan keterangan pemohon kan udh di isi belum kawin mana gk bisa skip lagi buat yg kami kaum jomblo gk ada pasangan gimana min
129;Rudi Yanto;Lain kali kalau gak niat gak usah bikin aplikasi ya;lain kali kalau gak niat gak usah bikin aplikasi ya
